Order id,Event,Event date,Event time,First name,Last name,Email,Mobile,Order date,Type,Financial status,Valid tickets,Cancelled tickets,Ticket sales,Add-on sales,Donations,Fee rebate,Humanitix passed-on fee,Amex surcharge,Refund protection,Custom tax,Paid,Humanitix absorbed fees,Zip fee,Afterpay fee,Refunds,Your earnings,Your payout,Refunded fees,Giftcard used,Voucher used,Discount code used,Discount redeemed,Tax on sales,Tax on rebates,Tax on booking fees,Gateway,Marketing opt-in,Notes,Status,Sales channel,Tickets delivered,Long order id
GUL1011,Gulaal Holi,14/03/2026,7:00 pm,Bryce,Mcknight,bryce.mcknight93@example.com,2627066489,12/08/2026 12:01 am,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,d5647056-88de-4047-8543-646b2ddc3792
GUL1012,Gulaal Holi,14/03/2026,7:00 pm,Erin,Guerrero,erin.guerrero77@example.com,3088983057,20/07/2026 06:18 am,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,bca50ac2-9852-4535-9e6d-3d623ca97d02
GUL1013,Gulaal Holi,14/03/2026,7:00 pm,Christopher,Hall,christopher.hall62@example.com,8563027500,28/07/2026 09:13 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,63efc4d9-b85f-4790-984c-3ee3adfe0110
GUL1014,Gulaal Holi,14/03/2026,7:00 pm,Krista,Parsons,krista.parsons6@example.com,1995305641,09/08/2026 12:57 am,Manual,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,1,fa8f3923-7032-48e2-9351-df5f310b82d7
GUL1015,Gulaal Holi,14/03/2026,7:00 pm,Gary,Berry,gary.berry25@example.com,6790870187,31/07/2026 12:31 pm,Online,Paid,3,0,$75.00,$0.00,$0.00,$0.00,$3.00,$0.00,$0.00,$0.00,$78.00,$0.00,$0.00,$0.00,$0.00,$75.00,$75.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,3,c007e123-a18a-4fa8-9ced-799107feb08e
GUL1016,Gulaal Holi,14/03/2026,7:00 pm,Leslie,Walton,leslie.walton83@example.com,1034444299,18/07/2026 08:47 am,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,f466b44b-57cb-4f2e-aa4e-d1334635d22a
GUL1017,Gulaal Holi,14/03/2026,7:00 pm,Mark,Solis,mark.solis54@example.com,5240622155,26/07/2026 08:44 pm,Online,Paid,3,0,$75.00,$0.00,$0.00,$0.00,$3.00,$0.00,$0.00,$0.00,$78.00,$0.00,$0.00,$0.00,$0.00,$75.00,$75.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,3,50bfc860-230d-462a-ba49-ae9cdf4b4c19
GUL1018,Gulaal Holi,14/03/2026,7:00 pm,Terrance,Franco,terrance.franco16@example.com,2219053347,15/08/2026 06:34 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,63883dea-e698-4376-bafb-83cc4eab6bdd
GUL1019,Gulaal Holi,14/03/2026,7:00 pm,Sarah,Gallegos,sarah.gallegos6@example.com,5593965213,22/07/2026 05:57 am,Online,Paid,3,0,$75.00,$0.00,$0.00,$0.00,$3.00,$0.00,$0.00,$0.00,$78.00,$0.00,$0.00,$0.00,$0.00,$75.00,$75.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,3,14f32e9b-d497-4ff6-bd35-960301903474
GUL1020,Gulaal Holi,14/03/2026,7:00 pm,Leonard,Hayes,leonard.hayes21@example.com,5531290036,17/08/2026 05:13 am,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,ede652f5-1167-41d8-9e71-a4acee367214
GUL1021,Gulaal Holi,14/03/2026,7:00 pm,Leah,Norton,leah.norton81@example.com,3277264883,07/08/2026 09:02 am,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,523c0ed4-acd3-4c0b-b65d-95c2522c12e1
GUL1022,Gulaal Holi,14/03/2026,7:00 pm,Mark,Lin,mark.lin83@example.com,2942525161,01/08/2026 12:29 am,Online,Paid,4,0,$100.00,$0.00,$0.00,$0.00,$4.00,$0.00,$0.00,$0.00,$104.00,$0.00,$0.00,$0.00,$0.00,$100.00,$100.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,4,72d932a4-1583-467e-9d6d-37c75e4532ec
GUL1023,Gulaal Holi,14/03/2026,7:00 pm,Sheila,Fischer,sheila.fischer49@example.com,0805491477,13/07/2026 12:06 am,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,a37d299e-5dba-4337-83c2-72483af6527f
GUL1024,Gulaal Holi,14/03/2026,7:00 pm,Heather,Berger,heather.berger14@example.com,4784171594,18/07/2026 06:53 pm,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,e6bbba9e-d8ef-4f09-8a15-21ff428c92a6
GUL1025,Gulaal Holi,14/03/2026,7:00 pm,Robert,Stein,robert.stein40@example.com,5378803318,02/08/2026 10:15 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,b039ba0d-1192-44dc-899a-9a60dfb46e9e
GUL1026,Gulaal Holi,14/03/2026,7:00 pm,Chase,Martin,chase.martin85@example.com,6087882815,18/07/2026 05:59 am,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,49058e12-0277-4141-b240-ab1579a7e05a
GUL1027,Gulaal Holi,14/03/2026,7:00 pm,Antonio,Mcfarland,antonio.mcfarland30@example.com,2515217465,11/08/2026 04:04 pm,Online,Paid,3,0,$75.00,$0.00,$0.00,$0.00,$3.00,$0.00,$0.00,$0.00,$78.00,$0.00,$0.00,$0.00,$0.00,$75.00,$75.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,3,c8c489bc-ce47-46d1-8fea-3a8f7b8db32f
GUL1028,Gulaal Holi,14/03/2026,7:00 pm,Ashley,Graham,ashley.graham89@example.com,8915673446,30/07/2026 08:54 am,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,eefadcfa-60ff-4567-be07-d0c971545572
GUL1029,Gulaal Holi,14/03/2026,7:00 pm,Brenda,Goodwin,brenda.goodwin81@example.com,9143362999,16/07/2026 05:59 pm,Manual,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,2,5769993c-e7f1-4c14-b8bf-491d4311fb26
GUL1030,Gulaal Holi,14/03/2026,7:00 pm,Michael,Farmer,michael.farmer15@example.com,0108985739,12/07/2026 11:06 am,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,b5788525-af0a-45d6-ae5e-1fb5d52939e5
GUL1031,Gulaal Holi,14/03/2026,7:00 pm,Donna,Le,donna.le61@example.com,1896844246,23/07/2026 04:24 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,f06cfdb6-c046-4297-9e87-60404c2ba24c
GUL1032,Gulaal Holi,14/03/2026,7:00 pm,William,Hoover,william.hoover41@example.com,9572857595,14/08/2026 01:05 pm,Online,Refunded,0,2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,97a35108-d7b3-4866-9c75-1ad4bdecfa9d
GUL1033,Gulaal Holi,14/03/2026,7:00 pm,Jeremy,Roberts,jeremy.roberts65@example.com,1797891248,12/07/2026 09:52 am,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,e61219b5-73ac-46e1-9c21-0944e84511a2
GUL1034,Gulaal Holi,14/03/2026,7:00 pm,Troy,Sanchez,troy.sanchez11@example.com,5984451436,13/07/2026 02:31 pm,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,85fb94a6-fb67-4437-a426-e700feb2ac4b
GUL1035,Gulaal Holi,14/03/2026,7:00 pm,Katie,Anderson,katie.anderson89@example.com,3038856811,14/07/2026 11:54 am,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,d5942bb2-7ddf-4270-bc60-037efc6f2e6e
GUL1036,Gulaal Holi,14/03/2026,7:00 pm,Michael,Matthews,michael.matthews44@example.com,5900992177,31/07/2026 10:06 am,Online,Paid,4,0,$100.00,$0.00,$0.00,$0.00,$4.00,$0.00,$0.00,$0.00,$104.00,$0.00,$0.00,$0.00,$0.00,$100.00,$100.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,4,dc87885e-8f6e-4e30-a5d6-ad4050cca99f
GUL1037,Gulaal Holi,14/03/2026,7:00 pm,Jamie,Clark,jamie.clark25@example.com,9335158807,26/07/2026 11:49 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,051d1800-6502-4273-ac5f-a7262064b2a1
GUL1038,Gulaal Holi,14/03/2026,7:00 pm,Amy,Gutierrez,amy.gutierrez80@example.com,1939103829,08/08/2026 12:11 pm,Online,Paid,3,0,$75.00,$0.00,$0.00,$0.00,$3.00,$0.00,$0.00,$0.00,$78.00,$0.00,$0.00,$0.00,$0.00,$75.00,$75.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,3,597ce0cf-50ad-4cd5-9dbb-5298a5751dda
GUL1039,Gulaal Holi,14/03/2026,7:00 pm,Rachel,Clark,rachel.clark9@example.com,0908581810,15/07/2026 03:18 am,Manual,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,2,36514258-4ca1-4720-a2b8-952ee11b1719
GUL1040,Gulaal Holi,14/03/2026,7:00 pm,Angela,Smith,angela.smith75@example.com,6158736627,07/08/2026 06:42 am,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,66a4372a-997e-43d1-b87a-d8968278e194
GUL1041,Gulaal Holi,14/03/2026,7:00 pm,Yolanda,Ferrell,yolanda.ferrell19@example.com,5390058561,01/08/2026 01:47 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,a691c0e6-1600-43cf-bf0e-3075aa68a301
GUL1042,Gulaal Holi,14/03/2026,7:00 pm,Robert,Davis,robert.davis4@example.com,6397925511,23/07/2026 10:43 am,Online,Refunded,0,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,9d0aafe2-adc8-4219-b4de-6a696494446a
GUL1043,Gulaal Holi,14/03/2026,7:00 pm,Anthony,Williams,anthony.williams70@example.com,8377270289,12/07/2026 01:40 am,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,3fd6f99e-ea03-486f-97d6-6988013319d1
GUL1044,Gulaal Holi,14/03/2026,7:00 pm,James,Cruz,james.cruz82@example.com,6441610197,21/07/2026 09:55 pm,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,a28322e8-d171-404f-9f48-00048910d70e
GUL1045,Gulaal Holi,14/03/2026,7:00 pm,Joseph,Brennan,joseph.brennan85@example.com,4051038802,15/08/2026 06:02 am,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,6b715b34-7c92-4cab-a488-a33043995af3
GUL1046,Gulaal Holi,14/03/2026,7:00 pm,Joseph,Nunez,joseph.nunez62@example.com,8144471893,18/07/2026 12:59 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,696932ac-9349-466a-8588-15b3ed335d5f
GUL1047,Gulaal Holi,14/03/2026,7:00 pm,Sandra,Jones,sandra.jones23@example.com,6764909228,01/08/2026 08:08 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,4505f98e-c3e8-412d-b44f-eff882577dd1
GUL1048,Gulaal Holi,14/03/2026,7:00 pm,Jeffrey,Bradford,jeffrey.bradford54@example.com,1358727174,13/08/2026 09:13 am,Online,Paid,3,0,$75.00,$0.00,$0.00,$0.00,$3.00,$0.00,$0.00,$0.00,$78.00,$0.00,$0.00,$0.00,$0.00,$75.00,$75.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,3,8f58ed08-f5b9-47b1-8d84-067fce58e7fc
GUL1049,Gulaal Holi,14/03/2026,7:00 pm,Meghan,Davis,meghan.davis66@example.com,6403439881,17/08/2026 07:53 pm,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,a6e2e3f4-7174-4bc8-b84a-ed028c626a8f
GUL1050,Gulaal Holi,14/03/2026,7:00 pm,Lisa,Barnes,lisa.barnes13@example.com,3364770413,08/08/2026 01:23 pm,Online,Refunded,0,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,f12c2046-1cdb-46cb-a9c3-d3719f688611
GUL1051,Gulaal Holi,14/03/2026,7:00 pm,Brian,Romero,brian.romero87@example.com,8602826254,16/08/2026 12:25 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,2b9e6568-d8ee-4d81-a7bb-c32d115ca802
GUL1052,Gulaal Holi,14/03/2026,7:00 pm,Donald,Hinton,donald.hinton70@example.com,1905772044,13/08/2026 12:58 am,Online,Paid,3,0,$75.00,$0.00,$0.00,$0.00,$3.00,$0.00,$0.00,$0.00,$78.00,$0.00,$0.00,$0.00,$0.00,$75.00,$75.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,3,b080e995-7ea7-4cb8-b0ad-194db5100bca
GUL1053,Gulaal Holi,14/03/2026,7:00 pm,Samantha,Atkins,samantha.atkins38@example.com,1932453810,02/08/2026 11:31 am,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,a260f227-f46a-4817-994a-589d4f3fbe07
GUL1054,Gulaal Holi,14/03/2026,7:00 pm,Jennifer,Hicks,jennifer.hicks31@example.com,4870987264,15/08/2026 10:17 am,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,14003cbc-5f89-498c-ad6d-c2cb2eeedca9
GUL1055,Gulaal Holi,14/03/2026,7:00 pm,Keith,Cabrera,keith.cabrera69@example.com,2240432611,18/08/2026 02:11 am,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,61f03b99-4e33-4b37-b142-5d810912fddc
GUL1056,Gulaal Holi,14/03/2026,7:00 pm,Sandra,Romero,sandra.romero86@example.com,6307028672,30/07/2026 09:59 pm,Manual,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,1,c788e847-55d1-4dfc-9834-e02f0823e20b
GUL1057,Gulaal Holi,14/03/2026,7:00 pm,Christopher,Moore,christopher.moore37@example.com,6219536890,10/08/2026 07:31 am,Online,Paid,2,0,$50.00,$0.00,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$52.00,$0.00,$0.00,$0.00,$0.00,$50.00,$50.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,07afb918-5020-436f-9adb-b8f179cdc59e
GUL1058,Gulaal Holi,14/03/2026,7:00 pm,Jeremy,Johnson,jeremy.johnson76@example.com,3259007397,12/07/2026 05:54 pm,Online,Paid,1,0,$25.00,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$25.00,$25.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,2905fe7d-2bf2-4fc0-b393-9a80a7836218
