Order id,Event,Event date,Event time,First name,Last name,Email,Mobile,Order date,Type,Financial status,Valid tickets,Cancelled tickets,Ticket sales,Add-on sales,Donations,Fee rebate,Humanitix passed-on fee,Amex surcharge,Refund protection,Custom tax,Paid,Humanitix absorbed fees,Zip fee,Afterpay fee,Refunds,Your earnings,Your payout,Refunded fees,Giftcard used,Voucher used,Discount code used,Discount redeemed,Tax on sales,Tax on rebates,Tax on booking fees,Gateway,Marketing opt-in,Notes,Status,Sales channel,Tickets delivered,Long order id
SAA1010,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Duane,Anderson,duane.anderson90@example.com,1764349394,14/08/2026 06:27 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,0894428e-f7f9-453e-81a4-107b72fa58b5
SAA1011,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Jane,Mason,jane.mason53@example.com,9858574911,27/07/2026 03:10 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,fa744ca5-26b7-4a5a-a41f-8cd4752dcf24
SAA1012,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Mason,Krueger,mason.krueger10@example.com,8793978953,27/07/2026 03:09 am,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,475b7b45-28fc-409a-b78e-505d128e004c
SAA1013,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Monica,Lopez,monica.lopez81@example.com,6459824378,01/08/2026 08:00 pm,Manual,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,1,7b835748-0a0e-47a0-8af0-0db100b3c33c
SAA1014,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Devin,Mitchell,devin.mitchell58@example.com,6518756926,03/08/2026 09:52 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,c705ed41-c601-4ed5-b883-f532d56c0287
SAA1015,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Diana,Moore,diana.moore21@example.com,2735712567,16/08/2026 02:05 am,Online,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,06e08df5-013e-4bbe-bfc9-7ae8da464917
SAA1016,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Yolanda,Ferrell,yolanda.ferrell19@example.com,7895915324,31/07/2026 11:00 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,9490c1a4-01c4-4bc4-850c-6ec86172c44c
SAA1017,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Wayne,Price,wayne.price57@example.com,5783690303,31/07/2026 10:55 am,Online,Paid,3,0,$114.00,$0.00,$0.00,$0.00,$4.56,$0.00,$0.00,$0.00,$118.56,$0.00,$0.00,$0.00,$0.00,$114.00,$114.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,3,569fed82-67d9-4c59-a30a-14a8d2626cfe
SAA1018,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Francisco,Ewing,francisco.ewing81@example.com,9856849977,04/08/2026 10:10 pm,Online,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,7fac17b4-065f-43c1-8b42-0d1e6d1acd2e
SAA1019,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,David,Caldwell,david.caldwell10@example.com,1433700491,21/07/2026 12:44 am,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,700bfc99-8f50-421d-a334-76f0326cf871
SAA1020,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Holly,Blair,holly.blair96@example.com,3876215774,13/07/2026 02:59 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,8068684d-d555-460a-9fe9-798cf8e46f69
SAA1021,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Gregory,Anderson,gregory.anderson57@example.com,8248741427,27/07/2026 10:57 am,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,1bdc1710-402d-431b-9042-d611a0b55c15
SAA1022,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Donald,Hinton,donald.hinton70@example.com,2634921223,07/08/2026 05:09 pm,Online,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,e5a54d86-862e-41e2-8d0e-a4abd5a1a859
SAA1023,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Lisa,Barnes,lisa.barnes13@example.com,1590071320,12/08/2026 04:47 am,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,59e21c5f-c7d3-4fbc-ac49-6f6742317a90
SAA1024,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Devin,Clark,devin.clark63@example.com,1541766045,26/07/2026 06:50 pm,Online,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,15a308fc-93a4-482f-bb0d-66e7d67bb24d
SAA1025,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Carlos,Osborne,carlos.osborne95@example.com,4576776576,14/08/2026 04:40 am,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,0bff9a36-64e0-438a-b900-8cca7b0c65ef
SAA1026,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Elizabeth,Rivera,elizabeth.rivera81@example.com,0852964552,01/08/2026 07:58 am,Online,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,9f8a5e11-92be-45f6-899a-c9ab0fe0be39
SAA1027,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Matthew,Mack,matthew.mack35@example.com,8298872754,31/07/2026 08:42 am,Manual,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,2,afdb3cae-13b6-494c-ae5e-306901443310
SAA1028,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Brooke,Leonard,brooke.leonard9@example.com,0692987386,06/08/2026 04:51 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,23c2e57d-7a9c-44e5-8ce7-6e4061415bd3
SAA1029,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Jessica,Fuller,jessica.fuller70@example.com,3903214303,22/07/2026 07:33 am,Manual,Refunded,0,2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,2,e5d349ef-d21d-46d9-9111-52f4fff48179
SAA1030,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,James,Lawson,james.lawson32@example.com,1118406548,19/07/2026 05:34 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,5f1ca27f-51dd-453a-bf86-eee985e7eddc
SAA1031,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Jacob,Cole,jacob.cole90@example.com,5296151436,15/07/2026 02:42 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,f42597f7-b51f-467a-b46f-437358b06e00
SAA1032,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Tiffany,Barrett,tiffany.barrett33@example.com,1798387135,30/07/2026 07:36 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,f92f38cd-6e99-4472-9e1c-df79e9f33642
SAA1033,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Frank,Benton,frank.benton13@example.com,8958641782,13/08/2026 02:28 pm,Manual,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,1,9d5ece04-9999-4b5c-9f67-18e1b147b822
SAA1034,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Diana,Smith,diana.smith11@example.com,6246947629,08/08/2026 03:47 pm,Manual,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,1,86743542-6e7e-4484-a32b-df0d48b16c2a
SAA1035,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Mitchell,Griffith,mitchell.griffith95@example.com,7973679901,12/08/2026 10:46 pm,Manual,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,1,c24df69d-9b51-46ed-93bb-6793d02d3bff
SAA1036,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Melissa,Gilbert,melissa.gilbert95@example.com,2038721215,12/07/2026 04:13 pm,Online,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,5a126037-e627-484b-8625-ed2da2480776
SAA1037,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Joseph,Christian,joseph.christian94@example.com,2446220165,07/08/2026 10:02 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,9a042261-3c5e-400e-8abf-e4eca1d5df33
SAA1038,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Jesse,Benson,jesse.benson94@example.com,0824326253,18/07/2026 04:22 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,a4a91526-0dbc-48fe-bc2a-1c9e03b5d896
SAA1039,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Anne,Reid,anne.reid84@example.com,9841420248,29/07/2026 04:40 pm,Online,Paid,3,0,$114.00,$0.00,$0.00,$0.00,$4.56,$0.00,$0.00,$0.00,$118.56,$0.00,$0.00,$0.00,$0.00,$114.00,$114.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,3,5e7b8a46-47af-4161-bce4-56bb0c9cf9e4
SAA1040,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Angela,Anderson,angela.anderson57@example.com,3280999702,10/07/2026 11:22 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,33c42500-c9a8-4d7e-ad89-113e4d62375a
SAA1041,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,David,Harris,david.harris76@example.com,7718235327,13/07/2026 06:20 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,41db7842-57d8-446b-9ac6-fff46fa88542
SAA1042,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Jodi,Stewart,jodi.stewart16@example.com,7275735548,27/07/2026 02:26 pm,Manual,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,2,e8bd3a83-2e02-4c5c-98ea-3bcdf0072b9b
SAA1043,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Joe,Vang,joe.vang93@example.com,1539392942,25/07/2026 02:30 pm,Manual,Paid,3,0,$114.00,$0.00,$0.00,$0.00,$4.56,$0.00,$0.00,$0.00,$118.56,$0.00,$0.00,$0.00,$0.00,$114.00,$114.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,3,0f120c0c-5882-4b5d-91a8-49e8f63340a4
SAA1044,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Vincent,White,vincent.white59@example.com,3433906279,15/08/2026 07:47 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,49bbc6bb-e442-4d8d-ae51-cb1981164cd8
SAA1045,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,John,Jones,john.jones87@example.com,3391299037,11/08/2026 02:10 am,Online,Paid,3,0,$114.00,$0.00,$0.00,$0.00,$4.56,$0.00,$0.00,$0.00,$118.56,$0.00,$0.00,$0.00,$0.00,$114.00,$114.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,3,58bd3a81-710c-4bc0-bc84-835e25e5d526
SAA1046,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Kristin,Walker,kristin.walker51@example.com,5714211622,02/08/2026 06:54 pm,Online,Refunded,0,3,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,3,00fca8da-0bbd-4c33-96be-62f29919263a
SAA1047,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Stacy,Rodriguez,stacy.rodriguez9@example.com,3643644432,07/08/2026 09:03 am,Online,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,2,2803f0ba-25b9-40fe-80bc-e9dc17c89a73
SAA1048,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Andrea,Salazar,andrea.salazar11@example.com,0722768352,06/08/2026 07:40 am,Manual,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,1,e70790b0-81dc-41e0-a090-2bd4d8e0b0b4
SAA1049,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Christopher,Williams,christopher.williams26@example.com,8571093385,13/08/2026 07:50 pm,Manual,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,2,e64671b9-0b1b-40d3-9687-45810b293c06
SAA1050,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Kyle,Ward,kyle.ward89@example.com,3258677546,12/07/2026 05:58 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,8d805e12-2a6b-479c-babc-333c1edf593b
SAA1051,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Mark,Martinez,mark.martinez77@example.com,0344633246,05/08/2026 01:45 am,Online,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,c56efa11-d283-4e33-b032-c12748f8c10c
SAA1052,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Brent,Gray,brent.gray76@example.com,6351757351,12/07/2026 10:42 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,fe0d884c-d7d7-4845-baa5-8cc0c9a0adc9
SAA1053,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Manuel,Brewer,manuel.brewer44@example.com,5959656003,29/07/2026 09:31 pm,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,d7cf5786-91c2-48ff-aead-b93c27484057
SAA1054,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Amanda,Morrow,amanda.morrow98@example.com,8421092225,25/07/2026 07:41 pm,Online,Paid,2,0,$76.00,$0.00,$0.00,$0.00,$3.04,$0.00,$0.00,$0.00,$79.04,$0.00,$0.00,$0.00,$0.00,$76.00,$76.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,2,967ee00f-eaf5-48f9-bade-78c05a668079
SAA1055,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Angel,Doyle,angel.doyle71@example.com,7237660414,04/08/2026 03:08 am,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,9e6b7c1e-2f54-47a4-8eb2-ec4a36c8f396
SAA1056,Saazish Mid-Sem Cruise,09/04/2026,7:00 pm,Travis,Davis,travis.davis9@example.com,8137229821,12/08/2026 09:54 am,Online,Paid,1,0,$38.00,$0.00,$0.00,$0.00,$1.52,$0.00,$0.00,$0.00,$39.52,$0.00,$0.00,$0.00,$0.00,$38.00,$38.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,260af84b-c1d8-48b8-a36c-7e7d5c989c01
