Order id,Event,Event date,Event time,First name,Last name,Email,Mobile,Order date,Type,Financial status,Valid tickets,Cancelled tickets,Ticket sales,Add-on sales,Donations,Fee rebate,Humanitix passed-on fee,Amex surcharge,Refund protection,Custom tax,Paid,Humanitix absorbed fees,Zip fee,Afterpay fee,Refunds,Your earnings,Your payout,Refunded fees,Giftcard used,Voucher used,Discount code used,Discount redeemed,Tax on sales,Tax on rebates,Tax on booking fees,Gateway,Marketing opt-in,Notes,Status,Sales channel,Tickets delivered,Long order id
MEM1015,MQIS Membership 2025,24/02/2025,7:00 pm,Julie,Rivera,julie.rivera24@example.com,0388401677,08/08/2026 12:47 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,10aec98e-def9-44c9-b04a-1851b23082d8
MEM1016,MQIS Membership 2025,24/02/2025,7:00 pm,Holly,Wang,holly.wang31@example.com,0507197095,02/08/2026 02:15 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,47002e89-b4e7-47dd-afab-3ee6592d7261
MEM1017,MQIS Membership 2025,24/02/2025,7:00 pm,Nicole,Davis,nicole.davis76@example.com,9143876738,11/07/2026 08:44 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,a23c82a8-ecfe-4c38-b11b-9e16c58e9951
MEM1018,MQIS Membership 2025,24/02/2025,7:00 pm,Russell,Carpenter,russell.carpenter70@example.com,6769597929,22/07/2026 06:55 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,79d2769e-b74b-4e50-aa00-280e3a013069
MEM1019,MQIS Membership 2025,24/02/2025,7:00 pm,Angela,Higgins,angela.higgins42@example.com,3703919056,18/07/2026 10:16 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,1019a51e-43fb-4527-afb8-e600ec860956
MEM1020,MQIS Membership 2025,24/02/2025,7:00 pm,Michael,Norman,michael.norman70@example.com,3076832987,06/08/2026 03:11 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,6e73c967-bfa0-45fb-a210-8df0a414ad42
MEM1021,MQIS Membership 2025,24/02/2025,7:00 pm,Lisa,Evans,lisa.evans96@example.com,1917024236,11/07/2026 05:04 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,76662b5b-370b-4b36-a95d-9448ba984aef
MEM1022,MQIS Membership 2025,24/02/2025,7:00 pm,Samantha,Osborn,samantha.osborn28@example.com,1318434135,20/07/2026 03:14 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,69ff7726-2494-4f1c-8fc0-f04fbfe68aa9
MEM1023,MQIS Membership 2025,24/02/2025,7:00 pm,James,Johnson,james.johnson40@example.com,4762073478,15/07/2026 06:11 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,d3272d8a-47d3-47db-9efc-9c3e4fe194df
MEM1024,MQIS Membership 2025,24/02/2025,7:00 pm,Alexandra,Hayes,alexandra.hayes34@example.com,6473116885,17/08/2026 12:16 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,a31833ac-7931-47dd-bb3c-a69167053a72
MEM1025,MQIS Membership 2025,24/02/2025,7:00 pm,Taylor,Alexander,taylor.alexander53@example.com,8894383014,07/08/2026 05:29 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,e3dbf91c-fed2-4783-bc5d-666a81d177c6
MEM1026,MQIS Membership 2025,24/02/2025,7:00 pm,Eric,Williamson,eric.williamson47@example.com,6088041890,14/07/2026 11:12 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,b731aa06-ce72-429a-a6f3-1683f2b062af
MEM1027,MQIS Membership 2025,24/02/2025,7:00 pm,Robert,Cortez,robert.cortez23@example.com,6173460873,17/07/2026 02:34 pm,Manual,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,1,b0862e22-31f5-4334-9060-a027430c6231
MEM1028,MQIS Membership 2025,24/02/2025,7:00 pm,Chad,Welch,chad.welch59@example.com,3722938045,14/07/2026 01:30 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,864fefd9-a466-4636-a5e9-d9e9c6b7169f
MEM1029,MQIS Membership 2025,24/02/2025,7:00 pm,Ronald,Stephens,ronald.stephens75@example.com,4911647649,10/08/2026 02:33 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,68392841-f94f-45a5-b0c0-82aa8f94d31e
MEM1030,MQIS Membership 2025,24/02/2025,7:00 pm,Kirk,Morrison,kirk.morrison74@example.com,3372278181,01/08/2026 01:16 am,Manual,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,1,5d73805a-2f76-448f-9463-4072a8bedb45
MEM1031,MQIS Membership 2025,24/02/2025,7:00 pm,Anna,Baker,anna.baker44@example.com,0213671603,06/08/2026 06:07 am,Manual,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,1,793b48e6-b9d9-45a8-a9f3-5bca129a8333
MEM1032,MQIS Membership 2025,24/02/2025,7:00 pm,Shane,Smith,shane.smith61@example.com,6028749072,09/08/2026 12:26 am,Manual,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,1,56a8274f-00f9-44bf-922a-223f8241824e
MEM1033,MQIS Membership 2025,24/02/2025,7:00 pm,Curtis,Barton,curtis.barton74@example.com,9167812883,06/08/2026 12:10 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,54351bd7-8a40-41c0-a5eb-26659a0b7509
MEM1034,MQIS Membership 2025,24/02/2025,7:00 pm,John,Walsh,john.walsh68@example.com,0822781469,14/08/2026 05:33 pm,Manual,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Manual,1,c6246193-d3d9-4832-bebd-fb0551135dc0
MEM1035,MQIS Membership 2025,24/02/2025,7:00 pm,Christopher,Garcia,christopher.garcia2@example.com,3207248611,26/07/2026 08:33 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,d14e1ee3-0d4e-4107-be4f-62803b2fda75
MEM1036,MQIS Membership 2025,24/02/2025,7:00 pm,Laura,Perez,laura.perez35@example.com,8019467014,06/08/2026 12:21 pm,Online,Refunded,0,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,415cddab-0039-4eec-becd-daefe32b138f
MEM1037,MQIS Membership 2025,24/02/2025,7:00 pm,Haley,Anderson,haley.anderson74@example.com,2083624874,21/07/2026 09:47 pm,Manual,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,1,72dc4a8f-d0f7-4209-b6cd-15312f91dda0
MEM1038,MQIS Membership 2025,24/02/2025,7:00 pm,Alexis,Tyler,alexis.tyler5@example.com,1732776063,31/07/2026 03:30 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,8ead4b89-685b-489e-bd7c-5be5b4b5b777
MEM1039,MQIS Membership 2025,24/02/2025,7:00 pm,Wendy,Rice,wendy.rice49@example.com,6574169843,01/08/2026 02:24 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,bdc84886-79c2-46b2-bf20-86daaceab138
MEM1040,MQIS Membership 2025,24/02/2025,7:00 pm,Kevin,Vasquez,kevin.vasquez27@example.com,6184535777,11/08/2026 10:43 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,9c009b37-b020-43f7-a35a-445d90177e48
MEM1041,MQIS Membership 2025,24/02/2025,7:00 pm,Debra,Moody,debra.moody71@example.com,8361883744,21/07/2026 04:41 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,e2fe02f6-9e95-4794-8232-838c30aafd0b
MEM1042,MQIS Membership 2025,24/02/2025,7:00 pm,Heather,Brown,heather.brown63@example.com,4244502567,17/08/2026 11:57 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,845c7a3e-cfe0-4558-bab9-39e2fc70adf9
MEM1043,MQIS Membership 2025,24/02/2025,7:00 pm,Gabriel,Sanders,gabriel.sanders41@example.com,9881610376,17/07/2026 03:47 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,d583543a-3908-4e2c-80a7-60884ab04c4a
MEM1044,MQIS Membership 2025,24/02/2025,7:00 pm,Kimberly,Williams,kimberly.williams69@example.com,4374126980,10/08/2026 07:23 am,Manual,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,1,03e2d112-1ec0-4878-9bcc-1f6651ab6581
MEM1045,MQIS Membership 2025,24/02/2025,7:00 pm,Mary,Wiley,mary.wiley2@example.com,9970783931,30/07/2026 08:17 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,ad1e8be8-2a9d-4558-8843-69644dd2519a
MEM1046,MQIS Membership 2025,24/02/2025,7:00 pm,Tracy,Stark,tracy.stark55@example.com,9425016575,28/07/2026 06:37 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,3651f93c-60c6-4ab9-857c-40c54d20ba0b
MEM1047,MQIS Membership 2025,24/02/2025,7:00 pm,Kevin,Williams,kevin.williams82@example.com,0705605573,04/08/2026 03:47 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,01b27838-679c-4a7e-927e-9a880d00cb2a
MEM1048,MQIS Membership 2025,24/02/2025,7:00 pm,Sandra,Romero,sandra.romero86@example.com,6161531766,09/08/2026 06:46 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,60692251-5fe0-4321-b191-06644ab8115f
MEM1049,MQIS Membership 2025,24/02/2025,7:00 pm,Jesse,Reed,jesse.reed86@example.com,8143369757,02/08/2026 08:11 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,626ef43f-0446-4f66-890a-115d64a8ada7
MEM1050,MQIS Membership 2025,24/02/2025,7:00 pm,Noah,Whitaker,noah.whitaker29@example.com,2605338824,01/08/2026 02:47 am,Manual,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Manual,1,b9d6dc7a-608d-4e7b-a677-2d1796a06fff
MEM1051,MQIS Membership 2025,24/02/2025,7:00 pm,Stephen,Solis,stephen.solis99@example.com,8758804140,12/07/2026 08:46 am,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,71e5c862-86c4-4416-8e49-5463f00b9cdc
MEM1052,MQIS Membership 2025,24/02/2025,7:00 pm,Angel,Garcia,angel.garcia5@example.com,2619379022,20/07/2026 01:16 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,4a8d60d8-b016-420b-a585-3fc599c4e375
MEM1053,MQIS Membership 2025,24/02/2025,7:00 pm,Michelle,Ray,michelle.ray28@example.com,2134557999,21/07/2026 09:16 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,632a218f-66ac-4e8a-97b7-26ba2f7f792b
MEM1054,MQIS Membership 2025,24/02/2025,7:00 pm,Joseph,Clayton,joseph.clayton71@example.com,2306365783,09/08/2026 09:25 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,0d7797cb-c999-400f-b704-92bf1bf1db0a
MEM1055,MQIS Membership 2025,24/02/2025,7:00 pm,Sabrina,Phillips,sabrina.phillips29@example.com,6777679593,21/07/2026 12:24 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,No,,Completed,Online,1,7abc9497-620e-48c9-99fa-674ddeca7109
MEM1056,MQIS Membership 2025,24/02/2025,7:00 pm,Nicole,Davis,nicole.davis76@example.com,9675579120,18/07/2026 09:58 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,ec2e4df1-061f-4cab-ab86-2ae94393ad11
MEM1057,MQIS Membership 2025,24/02/2025,7:00 pm,Kristin,Rodriguez,kristin.rodriguez15@example.com,4388269769,16/07/2026 06:36 pm,Online,Paid,1,0,$5.00,$0.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$5.20,$0.00,$0.00,$0.00,$0.00,$5.00,$5.00,$0.00,,,,$0.00,$0.00,$0.00,$0.00,Stripe,Yes,,Completed,Online,1,7ca5c3f6-630a-40ac-a37e-c1aeacd2c42e
